,index,CS Category No.,CS Category One Name,Computer Concepts No.,Parent Category,Computational Concepts,Computer Concept Sub No.,CS Category 3 Lesson,Learning Objective No.,Computational Thinking,Secondary Computational Thinking,Essential Prereq,Voluntary Prereq,Learning Objectives,col1,GCSE,TS,MC,JC,SC,Primary Stage,col2,col3,National Curriculum KS1,National Curriculum KS2,National Curriculum KS3,National Curriculum KS4,AS Level,A Level,Essential Preequisites,Voluntary Prerequisites,Recommended Key Stage Content No.,Recommended Key Stage Content (Text),Python Course,Level Assessment Qs.,Column21,Column22,Column23,Column24,uid,Essential Prereq uid,Voluntary Prereq uid
767,767,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_3,Arithmetic operations in a programming language,CT1_40_3_3,Algorithms,,"CT1_39_1_4,CT1_40_3_1,CT1_4_2_1,CT1_4_1_7,CT1_4_1_8,CT1_4_1_9,CT1_4_1_10,CT1_4_1_11,CT1_4_1_12",,Interpret arithmetic operators when used within algorithms.,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,3fd39517-72ee-44eb-9e71-846bfdc78e3d,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,c795c523-9a91-4bc4-b071-99fc6104bbf1,3b873fd3-c466-4023-a4b0-2325db7e6a6c,2143c76d-5c2e-407f-9c0b-8329c71c4edb,7056da82-8e68-476c-8906-fa5385971919,d58d632f-0f4b-4684-bd8c-4ae9e328d74b,4a4f47a1-81aa-4788-9ff2-3f9956a9153f,a8e67376-3f35-46b2-bb0a-09e17540f98f,1aee6aec-8677-4445-8fad-daf841d199e4",
768,768,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_3,Arithmetic operations in a programming language,CT1_40_3_4,Algorithms,,"CT1_39_1_4,CT1_4_2_3,CT1_4_2_4,CT1_4_2_5,CT1_4_2_6,CT1_4_2_7,CT1_4_2_8",,Use comparison operators within their own programs,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,bd56d714-d8ae-4292-a7e3-790fa913848e,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,605bdc4a-825a-4523-93f2-3a95a6f64a68,39f58081-1fcf-4cd6-b406-8457eac8128e,48942462-9afe-4575-beb7-5040e34ba195,f62c9ce1-970e-4943-aedc-1b478f2e4161,fcf161a6-64ee-4646-9e44-db8ccaa217b5,31cbac03-2117-438b-9f85-82feda8c82c6",
769,769,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_3,Arithmetic operations in a programming language,CT1_40_3_5,Pattern Recognition,,"CT1_39_1_4,CT1_4_2_3,CT1_4_2_4,CT1_4_2_5,CT1_4_2_6,CT1_4_2_7,CT1_4_2_8",,Interpret comparison operators when used within algorithms.,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,7d033768-5cc4-45ce-a5e1-1caa5a198267,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,605bdc4a-825a-4523-93f2-3a95a6f64a68,39f58081-1fcf-4cd6-b406-8457eac8128e,48942462-9afe-4575-beb7-5040e34ba195,f62c9ce1-970e-4943-aedc-1b478f2e4161,fcf161a6-64ee-4646-9e44-db8ccaa217b5,31cbac03-2117-438b-9f85-82feda8c82c6",
770,770,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_1,Algorithms,,CT1_4_2_9,,Use relational operations within their own programs -  equal to,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,48469e38-1616-4fa8-968b-27c16cdf1662,23698c67-c2e6-45de-aba4-c36db66f0c04,
771,771,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_2,Algorithms,,CT1_4_2_10,,Use relational operations within their own programs -   not equal to,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,60974bd3-4bb2-4b9d-bde6-c745bd7fc494,816e0874-2ebf-40a0-9034-27e70f5a14a2,
772,772,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_3,Algorithms,,CT1_4_2_11,,Use relational operations within their own programs -  less than,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,f2e23d5a-f8e0-491c-93a3-06776f3e33a3,5154641b-8f68-45d4-804b-bf9832d556f6,
773,773,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_4,Algorithms,,CT1_4_2_12,,Use relational operations within their own programs -  greater than,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,1a495185-5f6e-4205-88f4-6db05d874055,cff090e3-c2c9-4a0a-8f15-dd67af29e629,
774,774,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_5,Algorithms,,CT1_4_2_13,,Use relational operations within their own programs -  less than or equal to,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,c1339f19-628e-44d0-b7e3-db97390ee190,3f491392-13ad-4a95-b82d-2b0c0b080751,
775,775,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_6,Algorithms,,CT1_5_1_1,,Use relational operations within their own programs -greater than or equal to,,GCSE28,,,,,,,,,,,,,,,,,,,,,,,,8f8ea771-de70-4b55-8b20-9a3999d40ffb,34d61c85-b105-476b-861e-5dcf7bc0b5aa,
776,776,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_4,Relational operations in a programming language,CT1_40_4_7,Pattern Recognition,,"CT1_4_1_1,CT1_4_2_2",,Be able to identify relational operators,,,,,,,,,,,,,,,,,,,,,,,,,,8f5ce1c5-9619-49ac-9b59-228ca3dfb157,"50b71024-9802-4fbc-ae28-7295fa831173,7f9b970d-e536-4837-9b18-1b851c10106f",
777,777,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_5,Data Types,CT1_40_5_1,Algorithms,,"CT1_39_1_4,CT1_11_2_2",,"Create and interpret string operations in algorithms, using strings appropriately",,GCSE50,,,,,,,,,,,,,,,,,,,,,,,,e8ab31e8-1f1d-4da0-972d-49e8e888afaa,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,6c3b88fd-0f08-412b-b35b-1c969e1fd3f0",
778,778,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_5,Data Types,CT1_40_5_2,Algorithms,,CT1_11_2_2,,Use strings  appropriately within their own programs,,GCSE40,,,,,,,,,,,,,,,,,,,,,,,,7f8a638f-8bc6-499e-a6d6-e6ee0e67d97f,6c3b88fd-0f08-412b-b35b-1c969e1fd3f0,
779,779,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_5,Data Types,CT1_40_5_3,Data Representation,,CT1_5_3_1,,Understand boolean and use it appropriately,,GCSE40,,,,,,,,,,,,,,,,,,,,,,,,b5769eaa-7e64-4755-86e3-a3bec8c9332b,c08d960b-2f56-4dbe-9ed0-29a083d43b36,
780,780,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_1,Abstraction,,0,,Explain the concept of machine code,,GCSE44,,,,,,,,,,,,,,,,,,,,,,,,b6ef8c0f-6087-428a-bd1e-7e58270238df,,
781,781,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_2,Abstraction,,CT1_40_6_1,,Explain the concept of assembly language,,GCSE44,,,,,,,,,,,,,,,,,,,,,,,,db79ee85-79d9-417f-b69b-7e61ac6be27e,b6ef8c0f-6087-428a-bd1e-7e58270238df,
782,782,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_3,Abstraction,,"CT1_40_6_1,CT1_40_6_2,CT1_40_6_11",,Explain why machine code and assembly language are considered to be low-level languages,,GCSE44,,,,,,,,,,,,,,,,,,,,,,,,259605d1-4c90-42c7-b0b7-fa450f844c97,"b6ef8c0f-6087-428a-bd1e-7e58270238df,db79ee85-79d9-417f-b69b-7e61ac6be27e,97ae81dc-8973-4268-b1cb-10ab968d2732",
783,783,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_4,Abstraction,,"CT1_40_6_2,CT1_40_6_1",,Explain the differences between machine code and assembly language .,,GCSE44,,,,,,,,,,,,,,,,,,,,,,,,e474dddf-11ad-4752-9358-e515db066ab0,"db79ee85-79d9-417f-b69b-7e61ac6be27e,b6ef8c0f-6087-428a-bd1e-7e58270238df",
784,784,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_5,Abstraction,,"CT1_40_6_1,CT1_40_6_2,CT1_40_6_10",,Explain why all programming code written in high-level or assembly languages must be translated into machine code.,,GCSE44,,,,,,,,,,,,,,,,,,,,,,,,cf95bf3d-d027-45a0-8bba-2ecf0f63f786,"b6ef8c0f-6087-428a-bd1e-7e58270238df,db79ee85-79d9-417f-b69b-7e61ac6be27e,affd8acd-75b9-494c-8202-629d6286b1b4",
785,785,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_6,Abstraction,,CT1_40_6_1,,Identify the three common types of program translator [interpreter compiler assembler].,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,1f25cc63-90e0-4cbb-944c-03eee677181e,b6ef8c0f-6087-428a-bd1e-7e58270238df,
786,786,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_7,Abstraction,,CT1_40_6_6,,Identify the main differences between these three types of translator [interpreter compiler assembler].,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,1f44e168-0881-49f2-a5a6-dabc5d8da6ea,1f25cc63-90e0-4cbb-944c-03eee677181e,
787,787,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_8,Abstraction,,CT1_40_6_7,,Explain when it would be appropriate to use each type of translator [interpreter compiler assembler].,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,e5254c94-90de-4d9d-b9c3-b2ebf58c7c41,1f44e168-0881-49f2-a5a6-dabc5d8da6ea,
788,788,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_9,Abstraction,,"CT1_40_6_1,CT1_37_2_16",,Describe how source code has to be translated into machine code in order for the CPU to be able to process the program.,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,58674aca-6260-4390-8d4d-b95c4b1431cc,"b6ef8c0f-6087-428a-bd1e-7e58270238df,5ba33ce9-2eef-4612-aead-8e0e9674782f",
789,789,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_10,Abstraction,,CT1_40_6_2,,Explain a High level computer language,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,affd8acd-75b9-494c-8202-629d6286b1b4,db79ee85-79d9-417f-b69b-7e61ac6be27e,
790,790,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_11,Abstraction,,CT1_40_6_1,,Explain a low level computer language,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,97ae81dc-8973-4268-b1cb-10ab968d2732,b6ef8c0f-6087-428a-bd1e-7e58270238df,
791,791,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_12,Abstraction,,"CT1_40_6_10,CT1_40_6_11",,Compare and contrast High level language with low level langauge,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,e66f1567-2704-44b9-aae8-4d71455ddbae,"affd8acd-75b9-494c-8202-629d6286b1b4,97ae81dc-8973-4268-b1cb-10ab968d2732",
792,792,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_13,Abstraction,,"CT1_40_6_16,CT1_40_6_17",,Compare how an interpreter and a compiler translate source code.,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,c9ee16bc-ac2d-4626-9d65-ea20409cd169,"37bdabc1-fb18-47c9-aaa1-c909fc184355,a4eec2e6-d902-4f4f-8671-d3e4fa91d3a5",
793,793,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_14,Data Representation,,CT1_40_6_2,,Explain the importance of assembly language,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,259574f1-f713-4ccb-a027-93cac41170a6,db79ee85-79d9-417f-b69b-7e61ac6be27e,
794,794,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_15,Data Representation,,CT1_40_6_1,,Explain the role of an assembler.,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,59501bb8-6c0e-458c-adfb-55012110216c,b6ef8c0f-6087-428a-bd1e-7e58270238df,
795,795,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_16,Data Representation,,CT1_40_6_15,,Explain the role of an compiler.,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,37bdabc1-fb18-47c9-aaa1-c909fc184355,59501bb8-6c0e-458c-adfb-55012110216c,
796,796,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_6,Classification of programming languages,CT1_40_6_17,Data Representation,,CT1_40_6_16,,Explain the role of an interpreter.,,GCSE33,,,,,,,,,,,,,,,,,,,,,,,,a4eec2e6-d902-4f4f-8671-d3e4fa91d3a5,37bdabc1-fb18-47c9-aaa1-c909fc184355,
797,797,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_1,Pattern Recognition,,CT1_40_7_16,,Explain and be able to identify a syntax error,,GCSE42,,,,,,,,,,,,,,,,,,,,,,,,ad273dc3-1a6c-489d-87c9-da9e14be8743,69103e84-7c7c-4892-8305-ebbdd4e1c20a,
798,798,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_2,Pattern Recognition,,CT1_40_7_16,,Explain and be able to identify a logic error,,GCSE42,,,,,,,,,,,,,,,,,,,,,,,,0da3bc49-8854-4c12-8ca4-625ed456d20d,69103e84-7c7c-4892-8305-ebbdd4e1c20a,
799,799,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_3,Pattern Recognition,,"CT1_40_7_1,CT1_40_7_2",,Contrast and compare different errors syntax error logic error.,,GCSE42,,,,,,,,,,,,,,,,,,,,,,,,630ecd67-2b11-4424-b750-aadb1e59b4b4,"ad273dc3-1a6c-489d-87c9-da9e14be8743,0da3bc49-8854-4c12-8ca4-625ed456d20d",
800,800,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_4,Pattern Recognition,,"CT1_39_1_4,CT1_40_7_1,CT1_40_7_2",,Be able to identify and categorise errors within algorithms and programs.,,GCSE42,,,,,,,,,,,,,,,,,,,,,,,,0edbdd85-a30f-4d73-8c8c-9ae265d1067f,"4b451bf7-1547-4690-8f26-04b3b2ccc7a5,ad273dc3-1a6c-489d-87c9-da9e14be8743,0da3bc49-8854-4c12-8ca4-625ed456d20d",
801,801,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_5,Algorithms,,"CT1_40_7_7,CT1_40_7_8",,Write simple data validation routines.,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,b65a3c3e-4652-4f74-bbc9-c6db5da8dbc8,"e442caae-f2bc-4db3-b6f8-4508b58a85c6,d15c4616-3a46-4e9b-b671-4988d1f01811",
802,802,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_6,Algorithms,,"CT1_40_7_9,CT1_40_7_10",,Write simple authentication routines.,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,d0faa1db-695b-442f-a9d8-e6632f6ded3f,"6abc42cd-1be3-4652-a86c-5e9c40b7c180,88aaad71-41f5-42bb-97ee-669501b00c36",
803,803,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_7,Abstraction,,CKT1_1_2_4,,Explain the term: Input Validation,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,e442caae-f2bc-4db3-b6f8-4508b58a85c6,9449dd3f-e4c4-416d-b16e-7b53a7b38793,
804,804,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_8,Abstraction,,CT1_40_7_7,,Explain the term: Input Sanitation,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,d15c4616-3a46-4e9b-b671-4988d1f01811,e442caae-f2bc-4db3-b6f8-4508b58a85c6,
805,805,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_9,Abstraction,,CT1_40_7_7,,Explain the term: Authentication,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,6abc42cd-1be3-4652-a86c-5e9c40b7c180,e442caae-f2bc-4db3-b6f8-4508b58a85c6,
806,806,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_10,Abstraction,,CT1_40_7_3,,Explain the term: Maintainability,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,88aaad71-41f5-42bb-97ee-669501b00c36,630ecd67-2b11-4424-b750-aadb1e59b4b4,
807,807,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_11,Abstraction,,"CT1_40_7_4,CT1_40_7_7,CT1_40_7_8,CT1_40_7_9,CT1_40_7_10",,Describe the various strategies that programmers use to ensure that their programs are robust,,GCSE12,,,,,,,,,,,,,,,,,,,,,,,,293e3706-bf50-4caa-940e-31706f683a04,"0edbdd85-a30f-4d73-8c8c-9ae265d1067f,e442caae-f2bc-4db3-b6f8-4508b58a85c6,d15c4616-3a46-4e9b-b671-4988d1f01811,6abc42cd-1be3-4652-a86c-5e9c40b7c180,88aaad71-41f5-42bb-97ee-669501b00c36",
808,808,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_14,Algorithms,,CT1_40_7_7,,Use Input Validation for user inputs,,GCSE18,,,,,,,,,,,,,,,,,,,,,,,,e881de15-0fad-46ec-ad42-78fe84ac3bc6,e442caae-f2bc-4db3-b6f8-4508b58a85c6,
809,809,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_15,Algorithms,,CT1_40_7_8,,Use Input Input Sanitation for user inputs,,GCSE18,,,,,,,,,,,,,,,,,,,,,,,,c977a738-39ac-42c6-8816-12fd7e4600c5,d15c4616-3a46-4e9b-b671-4988d1f01811,
810,810,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_16,Abstraction,,0,,Explain why errors or exceptions occur,,GCSE18,,,,,,,,,,,,,,,,,,,,,,,,69103e84-7c7c-4892-8305-ebbdd4e1c20a,,
811,811,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_7,Robust and secure programming,CT1_40_7_17,Algorithms,,CT1_40_7_16,,Illustrate handling an exception when thrown,,GCSE18,,,,,,,,,,,,,,,,,,,,,,,,04cfc3c5-ec6f-4088-a909-0736cc24531d,69103e84-7c7c-4892-8305-ebbdd4e1c20a,
812,812,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_8,Input/Output and file handling,CT1_40_8_1,Algorithms,,CT1_23_6_1,,Create an algorithm to read from/to a text file.,,GCSE14,,,JC3.3,,,,,,,,,,,,,,,,,,,,,412e5837-b7fa-496e-8389-0ed07c6aea94,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
813,813,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_8,Input/Output and file handling,CT1_40_8_2,Algorithms,,CT1_23_6_1,,Create an algorithm to write from/to a text file.,,GCSE14,,,,,,,,,,,,,,,,,,,,,,,,59da0171-8ea4-4856-827c-4e9c2608c2b6,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
814,814,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_8,Input/Output and file handling,CT1_40_8_3,Algorithms,,CS1_2_1_3,,Demonstrate the role of the cursor,,GCSE14,,,,,,,,,,,,,,,,,,,,,,,,7a673563-9000-4ba5-9656-2832ea6e682b,de27311f-4301-47ae-82c0-a6af52d3be7d,
815,815,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_8,Input/Output and file handling,CT1_40_8_4,Algorithms,,"CT1_40_8_1,CT1_40_8_2",,Create a program to demonstrate the role of the file handler,,GCSE14,,,,,,,,,,,,,,,,,,,,,,,,d9119220-4221-44d9-8bc9-5048f4d814af,"412e5837-b7fa-496e-8389-0ed07c6aea94,59da0171-8ea4-4856-827c-4e9c2608c2b6",
816,816,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_9,Data Structures,CT1_40_9_1,Data Representation,,CT1_40_9_2,,Use arrays (or equivalent) in the design of solutions to simple problems.,,GCSE16,,,,,,,,,,,,,,,,,,,,,,,,5d8fae54-2905-48b3-a56a-cfae6fa8ce15,0ac48eca-cf14-4ee4-94c1-a5a99d9a58be,
817,817,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_9,Data Structures,CT1_40_9_2,Data Representation,,CT1_2_2_2,,Describe how data is stored in a one dimensional array,,GCSE16,,,,,,,,,,,,,,,,,,,,,,,,0ac48eca-cf14-4ee4-94c1-a5a99d9a58be,fda9c1ec-4bf5-4b76-9d1f-b51a05c8b121,
818,818,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_9,Data Structures,CT1_40_9_3,Data Representation,,CT1_2_3_4,,Describe how data is stored in a two dimensional array,,GCSE16,,,,,,,,,,,,,,,,,,,,,,,,dbcd4933-9ec4-4522-9567-3c7ec32a43df,748d6562-97f1-4aad-a93d-87362124bdc8,
819,819,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_9,Data Structures,CT1_40_9_4,Data Representation,,CT1_40_9_2,,Perfom operations on a one dimensional array,,GCSE16,,,,,,,,,,,,,,,,,,,,,,,,7bd971f5-c13c-4890-a169-5a46ca7648c4,0ac48eca-cf14-4ee4-94c1-a5a99d9a58be,
820,820,CT1,Computer Theory,CT1_40,Programming Fundamentals,Programming,CT1_40_9,Data Structures,CT1_40_9_5,Data Representation,,CT1_40_9_3,,Perfom operations on a two dimensional array,,GCSE16,,,,,,,,,,,,,,,,,,,,,,,,9bdfb6d8-8f33-48a7-99ae-d03fb8a9c440,dbcd4933-9ec4-4522-9567-3c7ec32a43df,
821,821,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_1,Abstraction,,CT1_41_1_28,,Define the term ‘network protocol’.,,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,fda8f03b-9e59-44a1-84dc-694991c2e78f,7f0654e2-3808-4e6f-8671-a1d8970e2c28,
822,822,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_2,Abstraction,,CT1_41_1_1,,Explain the link layer.,,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,52e49e09-2325-465d-8eb2-f84c97c0ac7a,fda8f03b-9e59-44a1-84dc-694991c2e78f,
823,823,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_3,Abstraction,,CT1_41_1_2,,Explain the internet layer,,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,54135464-75a2-4c81-982a-0ac386dcb5d7,52e49e09-2325-465d-8eb2-f84c97c0ac7a,
824,824,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_4,Abstraction,,CT1_41_1_3,,Explain the transport layer,,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,673f50cf-f143-484c-a524-b50de942766b,54135464-75a2-4c81-982a-0ac386dcb5d7,
825,825,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_5,Abstraction,,CT1_41_1_4,,Explain the application layer,,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,e787f4e9-2ea3-4dc6-8f2f-b0c108790753,673f50cf-f143-484c-a524-b50de942766b,
826,826,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_6,Data Representation,,"CT1_41_1_2,CT1_41_1_3,CT1_41_1_4,CT1_41_1_5",,Describe the 4 layer TCP/IP model: application layer transport layer internet layer link layer.,,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,87e3fc02-1ac1-47ba-aa7a-61927a6fb791,"52e49e09-2325-465d-8eb2-f84c97c0ac7a,54135464-75a2-4c81-982a-0ac386dcb5d7,673f50cf-f143-484c-a524-b50de942766b,e787f4e9-2ea3-4dc6-8f2f-b0c108790753",
827,827,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_7,Data Representation,,CT1_41_1_5,,Decribe HTTP (Hypertext Transfer Protocol),,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,3ee0439c-1faf-4428-8bf3-de943e9f048c,e787f4e9-2ea3-4dc6-8f2f-b0c108790753,
828,828,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_8,Data Representation,,CT1_41_1_5,,Decribe HTTPS (Hypertext Transfer Protocol Secure),,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,87bc6fd7-45d2-4705-b5eb-153fb0afdb31,e787f4e9-2ea3-4dc6-8f2f-b0c108790753,
829,829,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_9,Data Representation,,CT1_41_1_5,,Describe SMTP (Simple Mail Transfer Protocol),,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,c209390e-ec9b-4011-a867-2599d0b8d020,e787f4e9-2ea3-4dc6-8f2f-b0c108790753,
830,830,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_10,Data Representation,,CT1_41_1_5,,Describe IMAP (Internet Message Access Protocol),,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,6e51d3c4-4f58-4847-bfbf-7c6409c8e8e5,e787f4e9-2ea3-4dc6-8f2f-b0c108790753,
831,831,CT1,Computer Theory,CT1_41,Computer Systems & General Knowledge,Fundamentals of computer networks,CT1_41_1,Fundamentals of computer networks,CT1_41_1_11,Data Representation,,CT1_41_1_5,,Describe FTP (File Transfer Protocol),,GCSE53,,,,,,,,,,,,,,,,,,,,,,,,1c8315fc-0a28-4463-beb7-801eb60c92f2,e787f4e9-2ea3-4dc6-8f2f-b0c108790753,
